"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006082","organic acid metabolic process","43/815","203/6200",0.211823,1.6114,3.45,"8.288e-04","1.694e-02","1.464e-02","TPH2/PTGS2/AMDHD1/P4HA2/GLUL/ACSL1/DAO/AGXT2/AASS/DCT/HK1/ACSM5/TAT/HAAO/SGPL1/CDO1/CPT1A/RGN/ACO1/TDO2/GATM/HGD/ACOX1/ELOVL2/PAPSS2/PCK1/ACSL4/ALDOB/ELOVL4/PAH/ACSL5/PSPH/NPL/ALDH8A1/KMO/FAH/IDH1/ACSM3/DDO/PSAT1/OTC/IYD/HACD4",43
"GO:0015849","organic acid transport","16/815","53/6200",0.301887,2.2966,3.69,"8.900e-04","1.760e-02","1.520e-02","SLC16A3/SLCO2A1/SLC25A38/SLC25A29/SLC1A2/SLC6A9/SFXN5/PLA2G12B/SLC51A/SLC6A6/CRABP2/FABP2/SLCO2B1/SLC16A5/SLC16A12/RBP1",16
"GO:0170039","proteinogenic amino acid metabolic process","16/815","53/6200",0.301887,2.2966,3.69,"8.900e-04","1.760e-02","1.520e-02","AMDHD1/GLUL/AGXT2/AASS/DCT/HAAO/CDO1/TDO2/HGD/PAH/PSPH/KMO/FAH/PSAT1/OTC/IYD",16
"GO:0022008","neurogenesis","41/815","192/6200",0.213542,1.6245,3.42,"9.193e-04","1.788e-02","1.545e-02","LAMA1/LHX4/IGDCC3/NR4A2/PLXNA2/NPTX1/CASZ1/SEMA5B/SEMA7A/TENM2/WNT7B/TIAM1/EMX2/DCX/EFNA2/MNX1/DCT/LPAR1/PLXNA4/IRX1/MYO6/WNT4/BRINP1/SHH/MAFA/FRY/WNT16/LZTS3/CXCR4/ACSL4/KIAA0319/DBN1/NRP1/PLXNB2/SOX9/TUBB3/METRN/HEY2/EN1/NRN1/CHL1",41
"GO:0019752","carboxylic acid metabolic process","42/815","199/6200",0.211055,1.6056,3.38,"1.024e-03","1.961e-02","1.694e-02","TPH2/PTGS2/AMDHD1/P4HA2/GLUL/ACSL1/DAO/AGXT2/AASS/DCT/HK1/ACSM5/TAT/HAAO/SGPL1/CDO1/CPT1A/RGN/ACO1/TDO2/GATM/HGD/ACOX1/ELOVL2/PCK1/ACSL4/ALDOB/ELOVL4/PAH/ACSL5/PSPH/NPL/ALDH8A1/KMO/FAH/IDH1/ACSM3/DDO/PSAT1/OTC/IYD/HACD4",42
"GO:0007600","sensory perception","10/815","26/6200",0.384615,2.9259,3.83,"1.060e-03","1.997e-02","1.726e-02","RGS9BP/PENK/RRH/SLC24A4/NXNL2/GUCA1A/CRYBA2/CRYBA4/PCDH15/USH1G",10
"GO:0001654","eye development","8/815","18/6200",0.444444,3.381,3.94,"1.116e-03","2.008e-02","1.735e-02","LAMA1/FZD4/MEIS1/DCX/MAFA/CRYBA2/CRYAA/CRYBA4",8
"GO:0048880","sensory system development","8/815","18/6200",0.444444,3.381,3.94,"1.116e-03","2.008e-02","1.735e-02","LAMA1/FZD4/MEIS1/DCX/MAFA/CRYBA2/CRYAA/CRYBA4",8
"GO:0150063","visual system development","8/815","18/6200",0.444444,3.381,3.94,"1.116e-03","2.008e-02","1.735e-02","LAMA1/FZD4/MEIS1/DCX/MAFA/CRYBA2/CRYAA/CRYBA4",8
"GO:0002376","immune system process","32/815","141/6200",0.22695,1.7265,3.39,"1.142e-03","2.026e-02","1.751e-02","GPATCH3/TNFSF10/TLR3/IFIH1/MASP1/EOMES/BDKRB2/IRF2/REL/BTK/MAFB/SEMA7A/RIPK2/SUSD4/JAM2/GPR137B/FRK/IL2RB/C1S/BST1/ALAS1/TNFSF15/CXCR4/SLC39A10/CADM1/CXCL14/C8B/BDKRB1/IL15/LEAP2/ACKR2/CD38",32
"GO:0015711","organic anion transport","19/815","70/6200",0.271429,2.0649,3.49,"1.291e-03","2.239e-02","1.935e-02","SLC16A3/SLCO2A1/SLC25A38/SLC25A29/SLC1A2/SLC4A4/SLC6A9/SLC4A10/SFXN5/PLA2G12B/SLC51A/SLC6A6/CRABP2/FABP2/SLC37A4/SLCO2B1/SLC16A5/SLC16A12/RBP1",19
"GO:0048729","tissue morphogenesis","6/815","11/6200",0.545455,4.1495,4.07,"1.300e-03","2.239e-02","1.935e-02","EOMES/SOX8/TBX3/VANGL2/ARHGAP24/SOX9",6
"GO:0009605","response to external stimulus","26/815","108/6200",0.240741,1.8314,3.39,"1.319e-03","2.241e-02","1.936e-02","RGS9BP/GPATCH3/SERPINC1/TLR3/IFIH1/BDKRB2/REL/PPARA/SEMA5B/SEMA7A/RIPK2/SUSD4/FRK/CPB2/PPARG/NR1H4/KNG1/SERPINF2/CXCR4/CADM1/CXCL14/GHRL/F2/BDKRB1/LEAP2/ACKR2",26
"GO:0032102","negative regulation of response to external stimulus","10/815","27/6200",0.37037,2.8175,3.68,"1.488e-03","2.492e-02","2.153e-02","PPARA/SEMA5B/SEMA7A/SUSD4/CPB2/PPARG/NR1H4/KNG1/SERPINF2/GHRL",10
"GO:0007420","brain development","11/815","32/6200",0.34375,2.615,3.56,"1.764e-03","2.875e-02","2.484e-02","AATK/CDK5R1/MEIS1/EMX2/DCT/TACC3/B3GNT5/CXCR4/TACC1/NDRG4/SCT",11
"GO:0060322","head development","11/815","32/6200",0.34375,2.615,3.56,"1.764e-03","2.875e-02","2.484e-02","AATK/CDK5R1/MEIS1/EMX2/DCT/TACC3/B3GNT5/CXCR4/TACC1/NDRG4/SCT",11
"GO:0065009","regulation of molecular function","50/815","254/6200",0.19685,1.4975,3.15,"1.813e-03","2.916e-02","2.519e-02","CCNE2/CCNO/KCNG1/ROR1/RASGRP3/VAV3/CDK5R1/RASGEF1A/PLXNA2/CCND3/FGD6/TIMP4/DOCK9/FGFR3/TIAM1/MERTK/CCNE1/CACNG5/EGFR/RAP1GAP2/GUCA1A/PLXNA4/ASAP3/NGEF/RRAD/INSR/CAV1/SERPINA10/TRIB1/KNG1/NRG1/SERPINF2/CNIH3/STYK1/TFPI2/TIMP3/SERPIND1/MUSK/FLT4/BTC/FETUB/ARHGAP24/RET/CCNJL/PLXNB2/AHSG/CDC20/FXYD2/LPAR5/SPRY2",50
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","10/815","28/6200",0.357143,2.7169,3.54,"2.046e-03","3.247e-02","2.806e-02","ADCY1/DRD1/GPR157/ADGRG2/ADGRG1/PTGER2/ADGRD1/HTR1B/HRH3/HTR4",10
"GO:0046942","carboxylic acid transport","15/815","52/6200",0.288462,2.1944,3.36,"2.122e-03","3.324e-02","2.872e-02","SLC16A3/SLCO2A1/SLC25A38/SLC25A29/SLC1A2/SLC6A9/SFXN5/PLA2G12B/SLC51A/CRABP2/FABP2/SLCO2B1/SLC16A5/SLC16A12/RBP1",15
"GO:0048699","generation of neurons","36/815","170/6200",0.211765,1.611,3.14,"2.151e-03","3.326e-02","2.874e-02","LAMA1/LHX4/IGDCC3/NR4A2/PLXNA2/NPTX1/CASZ1/SEMA5B/SEMA7A/TENM2/WNT7B/TIAM1/EMX2/DCX/EFNA2/MNX1/DCT/PLXNA4/IRX1/MYO6/WNT4/BRINP1/MAFA/FRY/WNT16/LZTS3/ACSL4/KIAA0319/DBN1/NRP1/PLXNB2/TUBB3/METRN/EN1/NRN1/CHL1",36
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","25/815","106/6200",0.235849,1.7942,3.21,"2.198e-03","3.356e-02","2.900e-02","SHISA2/ROR1/IGFBP2/KLB/FOXO1/FGFR3/MERTK/EGFR/FRK/EFNA2/INSR/IGFBP3/RHBDF1/NEDD9/NRG1/STYK1/AFAP1L2/MUSK/FLT4/BTC/NRP1/RET/SAMD10/IGFBP1/SPRY2",25
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","6/815","12/6200",0.5,3.8037,3.78,"2.312e-03","3.486e-02","3.012e-02","JAG2/DLK2/TENM2/DLL1/NECTIN1/DNER",6
"GO:0006814","sodium ion transport","12/815","38/6200",0.315789,2.4023,3.37,"2.520e-03","3.692e-02","3.190e-02","SLC9A7/SCNN1G/SCN8A/SLC6A9/SLC5A12/CACNA1H/SLC6A6/SCN5A/ATP1B1/SLC9A2/FXYD2/SLC6A1",12
"GO:0051962","positive regulation of nervous system development","8/815","20/6200",0.4,3.0429,3.56,"2.522e-03","3.692e-02","3.190e-02","PLXNA2/SEMA7A/TIAM1/DCT/PLXNA4/DBN1/PLXNB2/METRN",8
"GO:0060070","canonical Wnt signaling pathway","16/815","58/6200",0.275862,2.0986,3.27,"2.541e-03","3.692e-02","3.190e-02","FZD4/SFRP4/FZD9/FZD3/FRZB/TCF7L2/WNT7B/DACT1/APC2/DAB2/TPBG/PLPP3/SFRP5/WNT4/WNT16/SFRP2",16
"GO:0045595","regulation of cell differentiation","19/815","74/6200",0.256757,1.9532,3.21,"2.612e-03","3.750e-02","3.240e-02","PLXNA2/MAFB/CASZ1/SEMA5B/SEMA7A/TIAM1/APC2/GPR137B/DCT/PLXNA4/BRINP1/PDE3A/SOX6/DBN1/PLXNB2/SOX9/CEBPD/METRN/HEY2",19
"GO:0030182","neuron differentiation","35/815","166/6200",0.210843,1.604,3.07,"2.660e-03","3.774e-02","3.261e-02","LAMA1/LHX4/IGDCC3/NR4A2/PLXNA2/NPTX1/CASZ1/SEMA5B/SEMA7A/TENM2/WNT7B/TIAM1/EMX2/DCX/EFNA2/MNX1/PLXNA4/IRX1/MYO6/WNT4/BRINP1/MAFA/FRY/WNT16/LZTS3/ACSL4/KIAA0319/DBN1/NRP1/PLXNB2/TUBB3/METRN/EN1/NRN1/CHL1",35
"GO:0016055","Wnt signaling pathway","20/815","80/6200",0.25,1.9018,3.16,"2.866e-03","4.020e-02","3.473e-02","SHISA2/FZD4/SFRP4/FZD9/FZD3/NKD1/FRZB/TCF7L2/WNT7B/DACT1/APC2/DAB2/TPBG/PLPP3/SFRP5/WNT4/VANGL2/WNT16/APCDD1/SFRP2",20
"GO:2000026","regulation of multicellular organismal development","19/815","75/6200",0.253333,1.9272,3.14,"3.079e-03","4.268e-02","3.688e-02","GBX2/LAMA1/DUSP6/THBS1/PLXNA2/MAFB/SEMA5B/SEMA7A/TIAM1/GPR137B/DCT/PLXNA4/SOX6/DBN1/PLXNB2/ISM1/SOX9/METRN/HEY2",19
