"gene","module","module_color"
"NCOR2",2,"blue"
"CNTNAP1",4,"yellow"
"ZFAND2A",3,"brown"
"ASTN1",1,"turquoise"
"SEMA3G",1,"turquoise"
"PLEKHF1",3,"brown"
"HDHD2",6,"red"
"GOLT1B",6,"red"
"EMP2",1,"turquoise"
"AKAIN1",8,"pink"
"SENP8",1,"turquoise"
"NRTN",3,"brown"
"gga-mir-22",1,"turquoise"
"FBXW5",1,"turquoise"
"TRAPPC12",1,"turquoise"
"TSSC1",1,"turquoise"
"MBTPS2",1,"turquoise"
"TMEM173",2,"blue"
"ADCK2",1,"turquoise"
"HSD11B1L",3,"brown"
"BRAF",1,"turquoise"
"SLC3A1",1,"turquoise"
"MMAA",0,"grey"
"CCT2",1,"turquoise"
"TMF1",9,"magenta"
"MSANTD3",4,"yellow"
"AHRR",3,"brown"
"PDCD6",4,"yellow"
"EOGT",3,"brown"
"gga-mir-1798",1,"turquoise"
"DCK",1,"turquoise"
"gga-mir-3533",1,"turquoise"
"PSMD4",1,"turquoise"
"KCTD1",2,"blue"
"TAF4B",1,"turquoise"
"ZDHHC23",1,"turquoise"
"LMAN2",1,"turquoise"
"RPL37",1,"turquoise"
"PRKAA1",9,"magenta"
"TRMT11",7,"black"
"NCOA7",6,"red"
"TMEM165",1,"turquoise"
"PLEKHA7",3,"brown"
"SNX16",2,"blue"
"CRYZL1",2,"blue"
"TBC1D19",1,"turquoise"
"ABCB6",3,"brown"
"NAPB",7,"black"
"GSAP",4,"yellow"
"PLBD2",1,"turquoise"
"SLK",1,"turquoise"
"ISOC1",1,"turquoise"
"CAMSAP1",1,"turquoise"
"HSPA2",7,"black"
"TINAGL1",1,"turquoise"
"SLITRK2",2,"blue"
"MCM8",1,"turquoise"
"ADORA2A",4,"yellow"
"DUSP8",4,"yellow"
"TMEM41A",1,"turquoise"
"SPECC1L",1,"turquoise"
"MTMR8",1,"turquoise"
"ZDHHC16",3,"brown"
"HAPLN3",2,"blue"
"ASB12",1,"turquoise"
"LRCH3",1,"turquoise"
"AMER1",1,"turquoise"
"HCN2",3,"brown"
"ZBTB44",1,"turquoise"
"MGAT3",8,"pink"
"SUCLG2",2,"blue"
"TTPA",1,"turquoise"
"ZBTB39",2,"blue"
"FAU",1,"turquoise"
"AOAH",1,"turquoise"
"SAMD11",4,"yellow"
"ADAT1",4,"yellow"
"GFAP",1,"turquoise"
"RALGPS1",9,"magenta"
"KARS",2,"blue"
"PSMB4",7,"black"
"FLOT2",7,"black"
"TERF2IP",1,"turquoise"
"MED9",1,"turquoise"
"EIF4EBP2",2,"blue"
"BACH1",4,"yellow"
"CCT8",1,"turquoise"
"ZNF207",1,"turquoise"
"CNP",4,"yellow"
"DR1",1,"turquoise"
"TBC1D9B",8,"pink"
"FNBP1L",3,"brown"
"ARMC8",1,"turquoise"
"SURF4",3,"brown"
"HSPA4",1,"turquoise"
"CYBRD1",1,"turquoise"
"FAM81A",1,"turquoise"
"DHCR7",3,"brown"
"INTS1",1,"turquoise"
"P2RX2",2,"blue"
"SENP7",5,"green"
"HMBOX1",1,"turquoise"
"EXTL3",1,"turquoise"
"TEX9",1,"turquoise"
"ATF6",3,"brown"
"POLR1B",1,"turquoise"
"AAK1",5,"green"
"KLHL17",2,"blue"
"FHOD1",2,"blue"
"PTPRC",1,"turquoise"
"NPM1",1,"turquoise"
"MRPL38",4,"yellow"
"TEAD3",2,"blue"
"KIAA0319L",2,"blue"
"CTNNA1",2,"blue"
"ANKS4B",2,"blue"
"FECH",5,"green"
"SELENOO",1,"turquoise"
"CDC25A",5,"green"
"RNMT",1,"turquoise"
"FAM210A",1,"turquoise"
"LDLRAD4",3,"brown"
"SNRNP27",2,"blue"
"MXD1",1,"turquoise"
"ADCY8",1,"turquoise"
"SV2B",1,"turquoise"
"RBM12",1,"turquoise"
"AMBP",3,"brown"
"MYO9B",1,"turquoise"
"SFXN4",1,"turquoise"
"DPF3",3,"brown"
"SKIL",4,"yellow"
"HELZ",1,"turquoise"
"NDUFAF5",1,"turquoise"
"CAMKMT",1,"turquoise"
"PLCB4",5,"green"
"HABP2",4,"yellow"
"GIPC2",1,"turquoise"
"NEUROD1",1,"turquoise"
"USP13",5,"green"
"FGFR1",1,"turquoise"
"TXNDC15",1,"turquoise"
"MRPL57",1,"turquoise"
"MTMR9",1,"turquoise"
"MAP3K7",1,"turquoise"
"TRMT44",3,"brown"
"RASGRF2",1,"turquoise"
"JAK1",2,"blue"
"HNRNPA2B1",1,"turquoise"
"COX7C",2,"blue"
"FMO3",1,"turquoise"
"SEMA4B",6,"red"
"ITPR1",1,"turquoise"
"SH3PXD2A",2,"blue"
"AP3S2",1,"turquoise"
"SYT11",3,"brown"
"RIT1",1,"turquoise"
"CETN3",2,"blue"
"MBLAC2",2,"blue"
"TLE3",1,"turquoise"
"CYP17A1",1,"turquoise"
"JAG2",3,"brown"
"SEC22A",1,"turquoise"
"CDCA4",1,"turquoise"
"SMPDL3B",1,"turquoise"
"MATK",1,"turquoise"
"POLR1C",1,"turquoise"
"XPO5",1,"turquoise"
"TTLL5",1,"turquoise"
"TSPAN1",1,"turquoise"
"CCNG2",1,"turquoise"
"TGFB3",4,"yellow"
"SUV39H1",2,"blue"
"IKBKB",1,"turquoise"
"DYNLT1",3,"brown"
"RANGAP1",1,"turquoise"
"MAD2L1",1,"turquoise"
"ZC3H7B",3,"brown"
"PRDM5",1,"turquoise"
"PER2",1,"turquoise"
"APPL1",1,"turquoise"
"SRSF1",1,"turquoise"
"SLC35B4",2,"blue"
"TMEM65",6,"red"
"AADAT",3,"brown"
"MAN1B1",3,"brown"
"GGT7",8,"pink"
"TMEM57",1,"turquoise"
"HN1",1,"turquoise"
"FDXACB1",4,"yellow"
"ARMC7",5,"green"
"NFATC2",2,"blue"
"ELAVL1",2,"blue"
"IL16",1,"turquoise"
"PTPRJ",3,"brown"
"RNF32",1,"turquoise"
"STX12",1,"turquoise"
"DOHH",3,"brown"
"ZMYM3",2,"blue"
"HSPB8",2,"blue"
"GTF3C1",1,"turquoise"
"LUC7L3",1,"turquoise"
"ANKRD40",4,"yellow"
"TDO2",4,"yellow"
"HSPA14",5,"green"
"MCRS1",2,"blue"
"PPP6R3",1,"turquoise"
"PITRM1",1,"turquoise"
"AHDC1",2,"blue"
"POLR2M",1,"turquoise"
"CLSTN1",1,"turquoise"
"MRPL17",1,"turquoise"
"ARHGEF7",1,"turquoise"
"APRT",3,"brown"
"HKDC1",1,"turquoise"
"GLMN",1,"turquoise"
"RPAP2",4,"yellow"
"STAT2",7,"black"
"SFT2D2",1,"turquoise"
"PDXK",4,"yellow"
"MIA3",1,"turquoise"
"FTO",1,"turquoise"
"ASPHD2",2,"blue"
"DPYS",3,"brown"
"EXT1",1,"turquoise"
"PAX6",1,"turquoise"
"VPS53",1,"turquoise"
"NID1",1,"turquoise"
"CCDC93",9,"magenta"
"IMMP1L",2,"blue"
"LRPAP1",1,"turquoise"
"VSIG10",1,"turquoise"
"PUF60",1,"turquoise"
"PACRGL",1,"turquoise"
"FAM175B",1,"turquoise"
"LLGL1",6,"red"
"PTER",1,"turquoise"
"SNAP23",8,"pink"
"PNO1",4,"yellow"
"TRUB1",2,"blue"
"MAMLD1",1,"turquoise"
"PTPN6",1,"turquoise"
"DGKA",3,"brown"
"G6PC2",5,"green"
"TMEM161B",1,"turquoise"
"ABCB11",2,"blue"
"FAM168A",1,"turquoise"
"PLEKHB1",2,"blue"
"FAM60A",1,"turquoise"
"FCHSD2",2,"blue"
"PRDX4",1,"turquoise"
"TERT",1,"turquoise"
"SLC46A2",4,"yellow"
"PIT54",4,"yellow"
"SNORD15",2,"blue"
"C1QL1",1,"turquoise"
"MSRA",1,"turquoise"
"SNORA71",1,"turquoise"
"FOS",1,"turquoise"
"ANO3",2,"blue"
"MAEA",3,"brown"
"PENK",6,"red"
"NSUN3",1,"turquoise"
"HACE1",1,"turquoise"
"ARL13B",5,"green"
"BVES",1,"turquoise"
"MPG",4,"yellow"
"STXBP6",8,"pink"
"TBK1",7,"black"
"FASTKD1",1,"turquoise"
"RASSF3",3,"brown"
"INTS7",1,"turquoise"
"ARPC3",1,"turquoise"
"CHERP",1,"turquoise"
"ANAPC7",5,"green"
"PPP6R2",1,"turquoise"
"TMEM51",1,"turquoise"
"FDXR",1,"turquoise"
"CIAO1",1,"turquoise"
"RPF2",1,"turquoise"
"FUNDC1",1,"turquoise"
"ASCL1",7,"black"
"DNAJC27",5,"green"
"NEU3",1,"turquoise"
"MORN2",1,"turquoise"
"LRRC39",7,"black"
"TBX4",1,"turquoise"
"SLC25A36",4,"yellow"
"DBT",2,"blue"
"PPCS",1,"turquoise"
"SLC2A1",1,"turquoise"
"LIMK2",5,"green"
"ARIH2",2,"blue"
"CCNJ",3,"brown"
"SWAP70",9,"magenta"
"ABCA4",2,"blue"
"CPNE7",1,"turquoise"
"ALB",5,"green"
"SSTR1",1,"turquoise"
"HGSNAT",1,"turquoise"
"ZFAND3",1,"turquoise"
"PTCH2",3,"brown"
"INTS10",1,"turquoise"
"BTBD9",1,"turquoise"
"RPP30",3,"brown"
"CHCHD3",1,"turquoise"
"RYK",2,"blue"
"SMAD6",1,"turquoise"
"SEC11C",9,"magenta"
"CCDC91",5,"green"
"KIF1A",1,"turquoise"
"KCNC1",1,"turquoise"
"EFL1",1,"turquoise"
"CFAP36",1,"turquoise"
"SIPA1L2",3,"brown"
"CDH15",2,"blue"
"PIN1",1,"turquoise"
"SLC25A39",1,"turquoise"
"BCAR1",3,"brown"
"ITSN1",1,"turquoise"
"ETV4",5,"green"
"NAA40",4,"yellow"
"CRYBB1",3,"brown"
"RGS16",1,"turquoise"
"NUDT3",2,"blue"
"SH3PXD2B",3,"brown"
"IFI35",1,"turquoise"
"PEX14",2,"blue"
"RPL27",6,"red"
"GAPDH",1,"turquoise"
"DAAM2",1,"turquoise"
"CYB5R2",3,"brown"
"CAV2",3,"brown"
"ACAP3",1,"turquoise"
"SNORD127",1,"turquoise"
"SCARNA8",1,"turquoise"
"SNORD97",1,"turquoise"
"IGF2BP1",1,"turquoise"
"LRRC1",4,"yellow"
"FBXO32",2,"blue"
"ZNF830",3,"brown"
"NHLRC1",1,"turquoise"
"KIF13A",2,"blue"
"KDM1B",1,"turquoise"
"RNF144B",1,"turquoise"
"E2F3",5,"green"
"MBOAT1",1,"turquoise"
"ABCC6",3,"brown"
"YAP1",6,"red"
"AP3M2",1,"turquoise"
"TDRD7",1,"turquoise"
"DARS",2,"blue"
"TAB2",1,"turquoise"
"CXCR4",2,"blue"
"PRR5",4,"yellow"
"YKT6",1,"turquoise"
"RPL30",2,"blue"
"COG1",1,"turquoise"
"LMO2",2,"blue"
"IFRD1",2,"blue"
"BMT2",1,"turquoise"
"TAF1A",5,"green"
"ETFDH",2,"blue"
"INPP5F",3,"brown"
"CAMKK1",4,"yellow"
"CDC45",5,"green"
"PIP4K2B",6,"red"
"GNL3",1,"turquoise"
"SGK1",3,"brown"
"ATG16L1",4,"yellow"
"EFCAB14",1,"turquoise"
"LTBP1",1,"turquoise"
"COL4A2",2,"blue"
"RAB20",1,"turquoise"
"NAXD",4,"yellow"
"CARS2",1,"turquoise"
"ITGB2",3,"brown"
"SFRP5",4,"yellow"
"TBC1D25",2,"blue"
"EFTUD2",1,"turquoise"
"TRAF4",1,"turquoise"
"PITHD1",1,"turquoise"
"SWT1",9,"magenta"
"gga-mir-7455",1,"turquoise"
"UBAC1",1,"turquoise"
"gga-mir-6626",1,"turquoise"
"PEX11A",1,"turquoise"
"LAPTM4B",1,"turquoise"
"SFT2D3",1,"turquoise"
"HNRNPD",1,"turquoise"
"PLEKHA8",2,"blue"
"ERMARD",4,"yellow"
"FAM120B",1,"turquoise"
"FKBP14",1,"turquoise"
"DLL1",3,"brown"
"PLEKHM1",1,"turquoise"
"CDK17",8,"pink"
"CCNI",1,"turquoise"
"ARPC2",1,"turquoise"
"RBM39",9,"magenta"
"CCNL2",1,"turquoise"
"ACAD8",3,"brown"
"AURKAIP1",5,"green"
"MOV10",4,"yellow"
"ZP3",1,"turquoise"
"SPAG6",1,"turquoise"
"PHF11",1,"turquoise"
"UGDH",3,"brown"
"CSF3R",0,"grey"
"TSTD2",1,"turquoise"
"PARG",1,"turquoise"
"PLA2G4F",1,"turquoise"
"SNED1",4,"yellow"
"EXOC5",1,"turquoise"
"DMB2",1,"turquoise"
"PDE7A",5,"green"
"PLEKHA6",3,"brown"
"FNDC10",1,"turquoise"
"GRAMD1C",4,"yellow"
"DAD1",1,"turquoise"
"CEP192",1,"turquoise"
"SCTR",1,"turquoise"
"CLCN4",4,"yellow"
"GET4",1,"turquoise"
"USP4",1,"turquoise"
"GTF2A2",2,"blue"
"SLC35E1",5,"green"
"DENR",6,"red"
"USMG5",3,"brown"
"LIN52",1,"turquoise"
"LTA4H",2,"blue"
"ISCA2",2,"blue"
"IFT43",2,"blue"
"USP40",3,"brown"
"HK1",3,"brown"
"SERINC3",4,"yellow"
"FAM20B",1,"turquoise"
"MAD1L1",2,"blue"
"gga-mir-126",1,"turquoise"
"KCNT1",4,"yellow"
"ARL8A",3,"brown"
"MKS1",4,"yellow"
"SEC22B",2,"blue"
"GFPT2",3,"brown"
"RAI2",4,"yellow"
"PPAT",1,"turquoise"
"SYNJ2",4,"yellow"
"HADHA",2,"blue"
"SCML2",2,"blue"
"SEMA3B",1,"turquoise"
"ASXL2",1,"turquoise"
"FBXO15",1,"turquoise"
"IDH2",1,"turquoise"
"CHMP4B",1,"turquoise"
"TMEM38B",3,"brown"
"GSK3B",9,"magenta"
"MIB1",1,"turquoise"
"DRD5",4,"yellow"
"FSTL1",1,"turquoise"
"SLC2A9",4,"yellow"
"FRK",1,"turquoise"
"MTCH1",2,"blue"
"PLCXD2",6,"red"
"ATP5I",1,"turquoise"
"TAGLN3",2,"blue"
"ABHD10",0,"grey"
"CCDC149",1,"turquoise"
"DHX15",1,"turquoise"
"RNFT2",1,"turquoise"
"DCAF1",1,"turquoise"
"ACP2",3,"brown"
"DDB2",4,"yellow"
"CLK2",4,"yellow"
"FADS6",1,"turquoise"
"WFIKKN1",1,"turquoise"
"RFC2",1,"turquoise"
"DNAJB14",1,"turquoise"
"MCAT",1,"turquoise"
"SIVA1",1,"turquoise"
"GC",1,"turquoise"
"UHRF1",1,"turquoise"
"NTMT1",4,"yellow"
"GPSM1",6,"red"
"BBS4",2,"blue"
"PALB2",1,"turquoise"
"SOX6",4,"yellow"
"RASGEF1C",2,"blue"
"RAB35",4,"yellow"
"ATXN7",1,"turquoise"
"USP7",1,"turquoise"
"XKR4",1,"turquoise"
"DDX41",1,"turquoise"
"IFT27",1,"turquoise"
"ZDHHC9",1,"turquoise"
"KIF18B",1,"turquoise"
"NADK2",2,"blue"
"ACTR5",4,"yellow"
"ARHGAP40",6,"red"
"ABCA12",2,"blue"
"SEC61G",3,"brown"
"RERG",7,"black"
"MRPL53",3,"brown"
"MLLT11",1,"turquoise"
"CDC42EP4",2,"blue"
"TMEM35A",2,"blue"
"IQSEC1",1,"turquoise"
"SHMT1",2,"blue"
"MBNL3",1,"turquoise"
"TRA2B",2,"blue"
"TSSC4",1,"turquoise"
"FOPNL",1,"turquoise"
"ARHGAP26",1,"turquoise"
"BF1",1,"turquoise"
"ADPRM",1,"turquoise"
"CRELD1",1,"turquoise"
"GPCPD1",4,"yellow"
"EN1",2,"blue"
"TERF1",1,"turquoise"
"PFKFB4",1,"turquoise"
"GPSM2",4,"yellow"
"IRF5",5,"green"
"EEPD1",1,"turquoise"
"GOT2",8,"pink"
"PEX5L",3,"brown"
"NOA1",1,"turquoise"
"ABHD14B",1,"turquoise"
"RNF122",2,"blue"
"OTOP1",1,"turquoise"
"ILF3",8,"pink"
"LTC4S",1,"turquoise"
"MPZL3",2,"blue"
"LAPTM5",1,"turquoise"
"KIT",1,"turquoise"
"PRDX6",1,"turquoise"
"AGFG1",2,"blue"
"HLF",1,"turquoise"
"TMEM87A",7,"black"
"STEAP2",2,"blue"
"SLX4IP",3,"brown"
"PIGK",1,"turquoise"
"MKKS",1,"turquoise"
"ZNF385B",3,"brown"
"UNC119B",2,"blue"
"SLC30A10",3,"brown"
"LGMN",1,"turquoise"
"GOLGA5",7,"black"
"PLPP3",4,"yellow"
"FERMT1",4,"yellow"
"NDUFA5",2,"blue"
"IQUB",4,"yellow"
"AFTPH",9,"magenta"
"EXOC3",1,"turquoise"
"PPP3R1",5,"green"
"ASRGL1",1,"turquoise"
"CHST10",2,"blue"
"LONRF2",1,"turquoise"
"EIF5B",2,"blue"
"REV1",1,"turquoise"
"CHMP2B",1,"turquoise"
"gga-mir-1629",1,"turquoise"
"ACVR2A",4,"yellow"
"FBXL4",1,"turquoise"
"ORC4",1,"turquoise"
"MBD5",1,"turquoise"
"ATP1B1",3,"brown"
"NME7",1,"turquoise"
"ZBTB24",4,"yellow"
"PDE4D",6,"red"
"PLK2",1,"turquoise"
"GABARAPL1",1,"turquoise"
"DEPDC1B",1,"turquoise"
"PUDP",3,"brown"
"RAD51C",4,"yellow"
"CAPN6",1,"turquoise"
"ZC3HC1",9,"magenta"
"NME6",3,"brown"
"BCAP29",4,"yellow"
"ESR2",1,"turquoise"
"FAM234B",3,"brown"
"ACSL3",2,"blue"
"RNFT1",1,"turquoise"
"OLFM3",3,"brown"
"ADRM1",5,"green"
"S1PR1",1,"turquoise"
"LRIG3",3,"brown"
"C1GALT1",1,"turquoise"
"SLC7A11",7,"black"
"PCCB",4,"yellow"
"KCNJ5",2,"blue"
"MYH10",1,"turquoise"
"NCOA6",1,"turquoise"
"COQ9",4,"yellow"
"SOX13",8,"pink"
"DDX42",1,"turquoise"
"SLC26A2",2,"blue"
"STX8",4,"yellow"
"SAMHD1",3,"brown"
"ANKRD24",6,"red"
"NPR3",4,"yellow"
"PTPRG",1,"turquoise"
"TNFSF15",1,"turquoise"
"FHIT",1,"turquoise"
"SNRPA1",6,"red"
"UCHL5",1,"turquoise"
"RASGEF1A",3,"brown"
"DNAJC18",6,"red"
"NPB",1,"turquoise"
"MINPP1",1,"turquoise"
"MACF1",1,"turquoise"
"PAK4",8,"pink"
"TGFB1",1,"turquoise"
"CCNT1",1,"turquoise"
"UBE2B",1,"turquoise"
"CASD1",1,"turquoise"
"RNF44",2,"blue"
"KPNB1",1,"turquoise"
"KLHL14",1,"turquoise"
"GGACT",1,"turquoise"
"LMAN2L",4,"yellow"
"HSP90AA1",1,"turquoise"
"FOSB",3,"brown"
"SSBP2",2,"blue"
"CAMKV",2,"blue"
"FARS2",5,"green"
"RAB5B",3,"brown"
"PICK1",1,"turquoise"
"NAA25",1,"turquoise"
"S100A6",1,"turquoise"
"STT3A",4,"yellow"
"DAPK1",1,"turquoise"
"NDUFAF4",1,"turquoise"
"VASH2",2,"blue"
"RASSF10",3,"brown"
"CNGA3",5,"green"
"USP5",1,"turquoise"
"SOX2",3,"brown"
"LRRC23",1,"turquoise"
"RFC1",1,"turquoise"
"IRF7",2,"blue"
"UBE2K",5,"green"
"MAF1",1,"turquoise"
"OIP5",1,"turquoise"
"CLNS1A",6,"red"
"LAMP2",4,"yellow"
"RPS19BP1",3,"brown"
"SCG2",1,"turquoise"
"PARP1",1,"turquoise"
"ATP6V0C",9,"magenta"
"FNDC3B",1,"turquoise"
"ALG6",1,"turquoise"
"SLC6A15",7,"black"
"ITGB3BP",2,"blue"
"DICER1",9,"magenta"
"AMT",1,"turquoise"
"TPM2",1,"turquoise"
"MSANTD4",1,"turquoise"
"GUCY1A2",1,"turquoise"
"CWF19L2",1,"turquoise"
"ALKBH8",6,"red"
"MRPS6",4,"yellow"
"C2CD5",9,"magenta"
"PIGT",5,"green"
"N4BP1",8,"pink"
"MPHOSPH10",1,"turquoise"
"P2RX4",4,"yellow"
"FAM184A",7,"black"
"CHCHD1",1,"turquoise"
"HOXB4",1,"turquoise"
"GALNT2",6,"red"
"URB2",1,"turquoise"
"ST6GALNAC2",1,"turquoise"
"NAAA",1,"turquoise"
"DCTN2",1,"turquoise"
"ACSS1",1,"turquoise"
"SEPT6",1,"turquoise"
"JMJD4",4,"yellow"
"TTC39B",3,"brown"
"TEAD1",5,"green"
"MSRB1",1,"turquoise"
"CMTM3",8,"pink"
"MEIOB",1,"turquoise"
"FRRS1",4,"yellow"
"gga-mir-1643",1,"turquoise"
"FBXO8",4,"yellow"
"TRIP11",1,"turquoise"
"OPN3",2,"blue"
"MRPL37",1,"turquoise"
"HPGD",4,"yellow"
"PIGM",1,"turquoise"
"CDK10",2,"blue"
"NUCB2",2,"blue"
"POFUT2",1,"turquoise"
"MORN4",1,"turquoise"
"PDZRN3",3,"brown"
"PPP4R2",5,"green"
"EHF",4,"yellow"
"PIEZO2",2,"blue"
"SUGP1",2,"blue"
"ANKRD10",2,"blue"
"COX3",1,"turquoise"
"AARS2",1,"turquoise"
"FOLH1",2,"blue"
"CTSC",1,"turquoise"
"FRMD4B",4,"yellow"
"CCDC28B",4,"yellow"
"STAR",3,"brown"
"RAD54L2",1,"turquoise"
"LSM1",2,"blue"
"NFYA",1,"turquoise"
"DUSP19",3,"brown"
"ADGRA3",1,"turquoise"
"CALD1",1,"turquoise"
"DIRAS1",2,"blue"
"SEMA4G",1,"turquoise"
"FPGT",3,"brown"
"APBB1",2,"blue"
"FUT8",8,"pink"
"FER1L6",1,"turquoise"
"RPS27L",1,"turquoise"
"SLC12A4",2,"blue"
"HSP90B1",7,"black"
"GLE1",1,"turquoise"
"STAU1",2,"blue"
"TBX18",4,"yellow"
"TTC13",1,"turquoise"
"TBC1D31",1,"turquoise"
"CS",2,"blue"
"LLPH",1,"turquoise"
"CPSF6",1,"turquoise"
"COMMD2",1,"turquoise"
"C1orf21",1,"turquoise"
"ARPC5",8,"pink"
"LAMB2",4,"yellow"
"ODF2L",5,"green"
"PLSCR5",1,"turquoise"
"HINFP",4,"yellow"
"TSPAN6",1,"turquoise"
"CTTNBP2NL",1,"turquoise"
"NMNAT3",1,"turquoise"
"TMC6",3,"brown"
"RPLP0",1,"turquoise"
"GTF3C6",3,"brown"
"SLC25A17",7,"black"
"SLC16A10",4,"yellow"
"L3HYPDH",1,"turquoise"
"UGT8",4,"yellow"
"PPP2R5C",1,"turquoise"
"CCDC102A",2,"blue"
"gga-mir-1751",1,"turquoise"
"SLC35C1",3,"brown"
"AP2M1",8,"pink"
"SMARCA1",6,"red"
"CRY2",3,"brown"
"NET1",4,"yellow"
"SUMO1",1,"turquoise"
"TMEM192",2,"blue"
"VTI1B",2,"blue"
"HAT1",1,"turquoise"
"MARCH1",1,"turquoise"
"CCNG1",2,"blue"
"PPCDC",5,"green"
"CCDC28A",4,"yellow"
"PUSL1",1,"turquoise"
"PRELID3A",5,"green"
"SLC16A1",1,"turquoise"
"NRDC",1,"turquoise"
"TBCK",9,"magenta"
"GPATCH11",1,"turquoise"
"EIF2AK2",4,"yellow"
"CEP128",1,"turquoise"
"TXNDC12",4,"yellow"
"PIBF1",1,"turquoise"
"KLF12",4,"yellow"
"TBC1D4",5,"green"
"UCHL3",1,"turquoise"
"LMO7",3,"brown"
"PDIA4",6,"red"
"SUSD4",3,"brown"
"PROSER1",3,"brown"
"MRPS31",1,"turquoise"
"NHLRC3",5,"green"
"FOXO1",3,"brown"
"COG6",2,"blue"
"POLR1D",1,"turquoise"
"KIF27",4,"yellow"
"WRB",2,"blue"
"STX7",6,"red"
"KATNB1",1,"turquoise"
"WFS1",2,"blue"
"EHMT1",1,"turquoise"
"PPP1CA",8,"pink"
"THRA",8,"pink"
"NUP98",1,"turquoise"
"ITGB5",1,"turquoise"
"SIRT2",1,"turquoise"
"NRBP2",3,"brown"
"EDA",1,"turquoise"
"METTL18",4,"yellow"
"PPARG",8,"pink"
"URM1",1,"turquoise"
"DNPEP",4,"yellow"
"LRRC3B",2,"blue"
"PARPBP",2,"blue"
"CNN3",6,"red"
"HPS4",1,"turquoise"
"ZNF598",1,"turquoise"
"SCYL3",1,"turquoise"
"TPST2",1,"turquoise"
"TFIP11",1,"turquoise"
"COL9A3",4,"yellow"
"PARD6B",8,"pink"
"ANKRD44",1,"turquoise"
"GGA3",6,"red"
"DCX",4,"yellow"
"SLC26A4",2,"blue"
"MRPS7",1,"turquoise"
"CNOT2",1,"turquoise"
"RBKS",1,"turquoise"
"FAM177A1",7,"black"
"SLC4A1AP",3,"brown"
"KCNMB4",2,"blue"
"SUPT7L",1,"turquoise"
"PTPRB",1,"turquoise"
"DUSP7",3,"brown"
"PRKCD",1,"turquoise"
"SMU1",1,"turquoise"
"MEAF6",3,"brown"
"SNIP1",1,"turquoise"
"CAPN15",1,"turquoise"
"EGR1",5,"green"
"PSMD1",1,"turquoise"
"KDM3B",2,"blue"
"MYCBPAP",1,"turquoise"
"FZD3",3,"brown"
"CHURC1",1,"turquoise"
"ASAP1",1,"turquoise"
"HOXB6",4,"yellow"
"CCNF",2,"blue"
"MID1",2,"blue"
"REEP3",6,"red"
"NOTUM",4,"yellow"
"TRAIP",1,"turquoise"
"EYA2",2,"blue"
"URI1",1,"turquoise"
"CCDC137",3,"brown"
"LANCL2",4,"yellow"
"MECOM",7,"black"
"SLC6A19",4,"yellow"
"FAM206A",4,"yellow"
"SREK1IP1",2,"blue"
"DUSP14",2,"blue"
"TMEM163",1,"turquoise"
"MCUB",1,"turquoise"
"ACMSD",1,"turquoise"
"SALL4",9,"magenta"
"WDHD1",1,"turquoise"
"MTNR1A",3,"brown"
"ALG2",2,"blue"
"FAT1",2,"blue"
"CRLF1",3,"brown"
"TSPAN5",1,"turquoise"
"CDKN3",6,"red"
"RAP1GDS1",1,"turquoise"
"ZRANB3",1,"turquoise"
"RPS29",1,"turquoise"
"FRYL",9,"magenta"
"PPFIBP1",1,"turquoise"
"KBTBD4",1,"turquoise"
"ACSL4",3,"brown"
"ACTR1A",1,"turquoise"
"NDUFS3",1,"turquoise"
"PIK3CG",1,"turquoise"
"C1QTNF4",2,"blue"
"UHRF1BP1L",1,"turquoise"
"QKI",3,"brown"
"SCMH1",3,"brown"
"MYO1D",1,"turquoise"
"ANXA5",1,"turquoise"
"EXOSC9",5,"green"
"CCNA2",8,"pink"
"BBS7",8,"pink"
"GTSF1",1,"turquoise"
"CDK5RAP1",1,"turquoise"
"TP53BP2",2,"blue"
"MCU",1,"turquoise"
"SMPD1",1,"turquoise"
"ARHGAP35",1,"turquoise"
"SACM1L",2,"blue"
"COX15",1,"turquoise"
"SLC25A26",2,"blue"
"CTSZ",3,"brown"
"NTAN1",1,"turquoise"
"MYO7A",4,"yellow"
"C15orf48",1,"turquoise"
"OPCML",1,"turquoise"
"AZIN2",1,"turquoise"
"FABP6",3,"brown"
"NFKBIE",2,"blue"
"SNX4",1,"turquoise"
"CDKN1A",2,"blue"
"OIT3",1,"turquoise"
"P2RY4",6,"red"
"NEDD4",1,"turquoise"
"ORC6",3,"brown"
"GNB1L",1,"turquoise"
"GART",2,"blue"
"SEC14L5",4,"yellow"
"RBM41",2,"blue"
"P3H1",1,"turquoise"
"CCNDBP1",0,"grey"
"COPS3",1,"turquoise"
"GPATCH1",1,"turquoise"
"DHX40",2,"blue"
"LSM14B",1,"turquoise"
"PTPDC1",2,"blue"
"SCUBE2",1,"turquoise"
"CASK",2,"blue"
"SLCO2A1",4,"yellow"
"PLXNA4",3,"brown"
"BCHE",4,"yellow"
"PEX11G",1,"turquoise"
"GLUL",4,"yellow"
"DNAJC16",1,"turquoise"
"SEPT7",1,"turquoise"
"RNF145",2,"blue"
"FBRSL1",2,"blue"
"SLC7A4",2,"blue"
"SC5D",1,"turquoise"
"PPL",4,"yellow"
"ACSM3",1,"turquoise"
"RCC1",1,"turquoise"
"AP5S1",1,"turquoise"
"SYDE2",3,"brown"
"RNF19A",5,"green"
